disease,risk_factor,region,sex,age,value
Diabetes,Tobacco,Andean Latin America,Male,80 to 100,1.44
Diabetes,Tobacco,Andean Latin America,Female,30 to 39,1.44
Diabetes,Tobacco,Andean Latin America,Female,40 to 49,1.44
Diabetes,Tobacco,Andean Latin America,Female,50 to 59,1.44
Diabetes,Tobacco,Andean Latin America,Female,60 to 69,1.44
Diabetes,Tobacco,Andean Latin America,Female,70 to 79,1.44
Diabetes,Tobacco,Andean Latin America,Female,80 to 100,1.44
Diabetes,Mean BMI (kg/m2),Andean Latin America,Male,30 to 39,1.2
Diabetes,Mean BMI (kg/m2),Andean Latin America,Male,40 to 49,1.2
Diabetes,Mean BMI (kg/m2),Andean Latin America,Male,50 to 59,1.2
Diabetes,Mean BMI (kg/m2),Andean Latin America,Male,60 to 69,1.16
Diabetes,Mean BMI (kg/m2),Andean Latin America,Male,70 to 79,1.11
Diabetes,Mean BMI (kg/m2),Andean Latin America,Male,80 to 100,1.11
Diabetes,Mean BMI (kg/m2),Andean Latin America,Female,30 to 39,1.2
Diabetes,Mean BMI (kg/m2),Andean Latin America,Female,40 to 49,1.2
Asthma,Tobacco,Andean Latin America,Male,15 to 19,1.9
Asthma,Tobacco,Andean Latin America,Male,20 to 24,1.9
Asthma,Tobacco,Andean Latin America,Male,25 to 29,1.9
Asthma,Tobacco,Andean Latin America,Male,30 to 39,1.9
Asthma,Tobacco,Andean Latin America,Male,40 to 49,1.9
Asthma,Tobacco,Andean Latin America,Male,50 to 59,1.9
Asthma,Tobacco,Andean Latin America,Male,60 to 69,1.9
Asthma,Tobacco,Andean Latin America,Male,70 to 79,1.9
Asthma,Tobacco,Andean Latin America,Male,80 to 100,1.9
Asthma,Tobacco,Andean Latin America,Female,15 to 19,2.02
Asthma,Tobacco,Andean Latin America,Female,20 to 24,2.02
Asthma,Tobacco,Andean Latin America,Female,25 to 29,2.02
Asthma,Tobacco,Andean Latin America,Female,30 to 39,2.02
Asthma,Tobacco,Andean Latin America,Female,40 to 49,2.02
Asthma,Tobacco,Andean Latin America,Female,50 to 59,2.02
Asthma,Tobacco,Andean Latin America,Female,60 to 69,2.02
Asthma,Tobacco,Andean Latin America,Female,70 to 79,2.02
Asthma,Tobacco,Andean Latin America,Female,80 to 100,2.02
COPD,Tobacco,Andean Latin America,Male,15 to 19,10.8
COPD,Tobacco,Andean Latin America,Male,20 to 24,10.8
COPD,Tobacco,Andean Latin America,Male,25 to 29,10.8
COPD,Tobacco,Andean Latin America,Male,30 to 39,10.8
COPD,Tobacco,Andean Latin America,Male,40 to 49,10.8
COPD,Tobacco,Andean Latin America,Male,50 to 59,10.8
COPD,Tobacco,Andean Latin America,Male,60 to 69,10.8
COPD,Tobacco,Andean Latin America,Male,70 to 79,10.8
COPD,Tobacco,Andean Latin America,Male,80 to 100,10.8
COPD,Tobacco,Andean Latin America,Female,15 to 19,12.3
COPD,Tobacco,Andean Latin America,Female,20 to 24,12.3
COPD,Tobacco,Andean Latin America,Female,25 to 29,12.3
COPD,Tobacco,Andean Latin America,Female,30 to 39,12.3
COPD,Tobacco,Andean Latin America,Female,40 to 49,12.3
COPD,Tobacco,Andean Latin America,Female,50 to 59,12.3
COPD,Tobacco,Andean Latin America,Female,60 to 69,12.3
COPD,Tobacco,Andean Latin America,Female,70 to 79,12.3
COPD,Tobacco,Andean Latin America,Female,80 to 100,12.3
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Male,15 to 19,2.1751451043241454
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Male,20 to 24,2.1751451043241454
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Male,25 to 29,2.1751451043241454
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Male,30 to 39,2.186981350033883
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Male,40 to 49,2.197266794163956
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Male,50 to 59,2.197266794163956
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Male,60 to 69,2.1903308816843317
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Male,70 to 79,2.1386340967153963
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Male,80 to 100,2.1386340967153963
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Female,15 to 19,1.6578947806508992
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Female,20 to 24,1.6578947806508992
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Female,25 to 29,1.6578947806508992
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Female,30 to 39,1.644198021329605
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Female,40 to 49,1.6267987628562541
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Female,50 to 59,1.6267987628562541
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Female,60 to 69,1.627015179248049
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Female,70 to 79,1.627591596985338
Epilepsy,Hazardous and harmful alcohol use,Andean Latin America,Female,80 to 100,1.627591596985338
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,15 to 19,1.1349637510753614
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,20 to 24,1.1807154602107608
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,25 to 29,1.243863739060485
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,30 to 39,1.3568348086467905
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,40 to 49,1.5012943740100302
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,50 to 59,1.6196710055146109
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,60 to 69,1.6765539225873467
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,70 to 79,1.6229803541838206
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,80 to 100,1.6229803541838206
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,15 to 19,1.100014089422844
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,20 to 24,1.1292139497786549
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,25 to 29,1.167910305086206
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,30 to 39,1.2282969559179513
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,40 to 49,1.297463447124187
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,50 to 59,1.3571321352193666
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,60 to 69,1.3888323379270238
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,70 to 79,1.3794956676258265
Liver Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,80 to 100,1.3794956676258265
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,15 to 19,3.0857010776285905
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,20 to 24,3.713759159205671
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,25 to 29,4.516596997206318
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,30 to 39,5.716434420385368
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,40 to 49,6.532528462304225
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,50 to 59,6.138529189796762
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,60 to 69,4.7132254023202
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,70 to 79,2.8874738684220604
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,80 to 100,2.8874738684220604
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,15 to 19,2.0064285879828034
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,20 to 24,2.295811000137614
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,25 to 29,2.6711467950875094
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,30 to 39,3.187036393711626
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,40 to 49,3.5490251516411337
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,50 to 59,3.4868749294756016
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,60 to 69,2.8737415695435153
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,70 to 79,1.9376357485708993
Oral Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,80 to 100,1.9376357485708993
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,15 to 19,1.1671325403384003
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,20 to 24,1.185493418839577
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,25 to 29,1.1993752286219075
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,30 to 39,1.2057917019406015
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,40 to 49,1.1886662845418994
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,50 to 59,1.1540557835990037
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,60 to 69,1.1152855272598086
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,70 to 79,1.0808137079895141
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,80 to 100,1.0808137079895141
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,15 to 19,1.1012866158359604
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,20 to 24,1.1092889844509806
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,25 to 29,1.1129729849897703
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,30 to 39,1.104099479884765
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,40 to 49,1.0805626664749417
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,50 to 59,1.0549979649948158
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,60 to 69,1.0321720315450411
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,70 to 79,1.019747935530727
Pancreatic Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,80 to 100,1.019747935530727
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,15 to 19,2.3544685993974377
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,20 to 24,2.6294971569574552
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,25 to 29,2.910659198913113
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,30 to 39,3.197775189332202
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,40 to 49,3.199507398015896
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,50 to 59,2.8709321995028327
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,60 to 69,2.3827610659169247
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,70 to 79,1.8600371513779441
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Male,80 to 100,1.8600371513779441
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,15 to 19,1.4796152707039791
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,20 to 24,1.5976283940315883
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,25 to 29,1.7430791396446308
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,30 to 39,1.93188342574976
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,40 to 49,2.0682250493262346
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,50 to 59,2.079420250221645
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,60 to 69,1.905325299083129
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,70 to 79,1.5680487191204846
Larynx Cancer,Hazardous and harmful alcohol use,Andean Latin America,Female,80 to 100,1.5680487191204846
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Male,15 to 19,1.3055721222584165
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Male,20 to 24,1.360627062070207
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Male,25 to 29,1.4195385440898234
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Male,30 to 39,1.4905744522265019
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Male,40 to 49,1.5241054430270935
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Male,50 to 59,1.4888641973241983
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Male,60 to 69,1.3904474640910953
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Male,70 to 79,1.2365566165189616
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Male,80 to 100,1.2365566165189616
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Female,15 to 19,1.2058201801217039
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Female,20 to 24,1.2376483606979523
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Female,25 to 29,1.269038050133788
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Female,30 to 39,1.293567311832798
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Female,40 to 49,1.2895262353384487
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Female,50 to 59,1.2592400812239788
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Female,60 to 69,1.2013041992104754
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Female,70 to 79,1.1227008218039918
Lower Respiratory Infections,Hazardous and harmful alcohol use,Andean Latin America,Female,80 to 100,1.1227008218039918
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Male,15 to 19,1.3159479721469762
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Male,20 to 24,1.4146898581704508
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Male,25 to 29,1.5467555480431816
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Male,30 to 39,1.7691608862768362
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Male,40 to 49,1.9987849694084767
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Male,50 to 59,2.0689176084655525
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Male,60 to 69,1.8953140411082143
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Male,70 to 79,1.4769518546164833
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Male,80 to 100,1.4769518546164833
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Female,15 to 19,1.2011401494013305
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Female,20 to 24,1.3197054812611373
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Female,25 to 29,1.5059148970165634
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Female,30 to 39,1.8614508230781404
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Female,40 to 49,2.327916074880393
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Female,50 to 59,2.6617337289195753
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Female,60 to 69,2.548417247686061
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Female,70 to 79,1.905788360553498
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Andean Latin America,Female,80 to 100,1.905788360553498
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Male,15 to 19,1.3596386337113646
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Male,20 to 24,1.6659102584426817
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Male,25 to 29,2.219558475264572
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Male,30 to 39,3.5985011719087243
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Male,40 to 49,6.068500815179765
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Male,50 to 59,7.923584933199898
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Male,60 to 69,6.702936715075064
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Male,70 to 79,3.0801994984407193
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Male,80 to 100,3.0801994984407193
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Female,15 to 19,1.488969440631531
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Female,20 to 24,1.6951177201244554
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Female,25 to 29,2.011793634434583
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Female,30 to 39,2.5326498950071663
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Female,40 to 49,3.086571469145306
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Female,50 to 59,3.3781135054293356
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Female,60 to 69,2.8769486554188624
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Female,70 to 79,1.8392265097499998
Tuberculosis,Hazardous and harmful alcohol use,Andean Latin America,Female,80 to 100,1.8392265097499998
